ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 02/06/2025;COBERTURA;IMPORTE AFILIADO
47597;trimebutina;NORMOPAX 200;comp.x 60;Eczane;$ 15068.5;50%;$ 7534.25
48674;ursodesoxicólico,ác.;URDECOLE;300 mg comp.x 30;Eczane;$ 23677.83;50%;$ 11838.92
48675;ursodesoxicólico,ác.;URDECOLE;300 mg comp.x 50;Eczane;$ 43010.5;50%;$ 21505.25
48676;ursodesoxicólico,ác.;URDECOLE;500 mg comp.x 30;Eczane;$ 35605.39;50%;$ 17802.7
15577;aciclovir;LISOVYR 800;comp.rec.x 20;Elea;$ 27125.3;60%;$ 10850.12
15145;aciclovir;LISOVYR 800;comp.rec.x 40;Elea;$ 46315.18;60%;$ 18526.07
15578;aciclovir;LISOVYR;cáps.x 20;Elea;$ 13402.72;60%;$ 5361.09
38449;aciclovir;LISOVYR SUSPENSION 8%;fco.x 120 ml;Elea;$ 21145.79;60%;$ 8458.32
52177;aciclovir+hidrocortisona;LISOVYR CORT;pomo x 5 g;Elea;$ 8285.15;60%;$ 3314.06
27835;alendronato;REGENESIS;70 mg comp.x 4;Elea;$ 19334.84;60%;$ 7733.94
49751;aluminio,hidr.+magn.hidr.+simet.;MYLANTA II;comp.x 30;Elea;$ 18067.78;40%;$ 10840.67
49752;aluminio,hidr.+magn.hidr.+simet.;MYLANTA II;comp.x 60;Elea;$ 33629.02;40%;$ 20177.41
52179;aluminio,hidr.+magn.hidr.+simet.;MYLANTA PLUS;liq.x 160 ml;Elea;$ 541.54;40%;$ 324.92
49851;aluminio,hidr.+magn.hidr.+simet.;MYLANTA II;líq.x 360 ml;Elea;$ 40696.29;40%;$ 24417.77
52180;aluminio,hidr.+magnesio,hidr.;MYLANTA SIMPLE;líq.x 160 ml;Elea;$ 16982.12;40%;$ 10189.27
7636;amantadina;VIROSOL;100 mg comp.x 10;Elea;$ 6811.45;80%;$ 1362.29
46782;amantadina;VIROSOL;100 mg comp.x 30;Elea;$ 19287.52;80%;$ 3857.5
47539;ambroxol;AMBRIL;jbe.x 120 ml;Elea;$ 7317.37;50%;$ 3658.69
4104;ambroxol+butetamato;BRONQUISEDAN;ad.jbe.x 150 ml;Elea;$ 7778.4;50%;$ 3889.2
45754;amlodipina+losartán,potásico;FENSARTAN UNIMAX;100/5 mg comp.x 30;Elea;$ 29105.27;50%;$ 14552.64
45753;amlodipina+losartán,potásico;FENSARTAN UNIMAX;50/5 mg comp.x 30;Elea;$ 27385;50%;$ 13692.5
33246;amoxicilina+clavulánico,ác.;CLAVULOX;1 g comp.x 14;Elea;$ 17235.57;60%;$ 6894.23
21185;amoxicilina+clavulánico,ác.;CLAVULOX DUO;400 mg/5 ml susp.x 70 ml;Elea;$ 10607.25;60%;$ 4242.9
23300;amoxicilina+clavulánico,ác.;CLAVULOX;500 mg comp.rec.x 14;Elea;$ 17146.21;60%;$ 6858.48
51604;amoxicilina+clavulánico,ác.;CLAVULOX XR;comp.rec.x 16;Elea;$ 517.4;60%;$ 206.96
51605;amoxicilina+clavulánico,ác.;CLAVULOX XR;comp.rec.x 28;Elea;$ 799.35;60%;$ 319.74
51606;amoxicilina+clavulánico,ác.;CLAVULOX ES;susp.x 100 ml;Elea;$ 395.52;60%;$ 158.21
15334;antígeno hepatitis b;BIOVAC HB;10 mcg f.a.x 0.5 ml;Elea;$ 11965.95;50%;$ 5982.98
15335;antígeno hepatitis b;BIOVAC HB;20 mcg f.a.x 1 ml;Elea;$ 15860.35;50%;$ 7930.18
20599;atorvastatín;ZARATOR;10 mg comp.x 30;Elea;$ 32770.9;80%;$ 6554.18
28214;atorvastatín;ZARATOR;10 mg comp.x 60;Elea;$ 55560.82;80%;$ 11112.16
20600;atorvastatín;ZARATOR;20 mg comp.x 30;Elea;$ 55270.21;80%;$ 11054.04
28215;atorvastatín;ZARATOR;20 mg comp.x 60;Elea;$ 96086.26;80%;$ 19217.25
29968;atorvastatín;ZARATOR;40 mg comp.x 30;Elea;$ 61685.67;80%;$ 12337.13
47816;atorvastatín+ezetimibe;ZARATOR PLUS;10/10mg comp.x30;Elea;$ 33574.78;50%;$ 16787.39
47817;atorvastatín+ezetimibe;ZARATOR PLUS;20/10mg comp.x30;Elea;$ 45564.73;50%;$ 22782.37
18828;azitromicina;CRONOPEN;500 mg comp.rec.x 3;Elea;$ 10038.62;60%;$ 4015.45
18829;azitromicina;CRONOPEN;500 mg comp.rec.x 5;Elea;$ 11551.24;60%;$ 4620.5
34859;azitromicina;CRONOPEN;500 mg comp.rec.x 6;Elea;$ 13805.35;60%;$ 5522.14
18830;azitromicina;CRONOPEN;susp.x 15 ml;Elea;$ 7364.08;60%;$ 2945.63
18831;azitromicina;CRONOPEN;susp.x 30 ml;Elea;$ 14095.14;60%;$ 5638.06
47976;benznidazol;ABARAX;100 mg comp.x 100;Elea;$ 80157.52;50%;$ 40078.76
47975;benznidazol;ABARAX;50 mg comp.x 100;Elea;$ 49242.49;50%;$ 24621.25
12215;bezafibrato;ELPI LIP;comp.x 30;Elea;$ 25531.84;60%;$ 10212.74
51088;bromfenac;BERLOFEN;sol.oft.x 5 ml;Elea;$ 14859.94;50%;$ 7429.97
36400;budesonide;RINO-B 100;aerosol x 100 dosis;Elea;$ 10589.37;80%;$ 2117.87
22488;budesonide;RINO-B 50;aerosol x 200 dosis;Elea;$ 10589.37;80%;$ 2117.87
45886;budesonide;NEUMOTEX NEBU;env.x 20 ml;Elea;$ 24279.07;80%;$ 4855.81
57938;budesonide+formoterol;NEUMOTEROL AEROSOL;160/4.5 x 120 dosis;Elea;$ 71742.23;60%;$ 28696.89
57937;budesonide+formoterol;NEUMOTEROL AEROSOL;80/4.5 x 120 dosis;Elea;$ 56800.72;60%;$ 22720.29
28675;budesonide+formoterol;NEUMOTEROL 200;cáps.x 120 + aplic.;Elea;$ 91600.03;60%;$ 36640.01
31034;budesonide+formoterol;NEUMOTEROL 200;cáps.x 120 s/aplicador;Elea;$ 90758.07;60%;$ 36303.23
28674;budesonide+formoterol;NEUMOTEROL 200;cáps.x 60 + aplic.;Elea;$ 66776.01;60%;$ 26710.4
36590;budesonide+formoterol;NEUMOTEROL 400;cáps.x 60 + aplic.;Elea;$ 91488.69;60%;$ 36595.48
31033;budesonide+formoterol;NEUMOTEROL 200;cáps.x 60 s/aplicador;Elea;$ 63006.11;60%;$ 25202.44
28931;candesartán cilexetil;DACTEN;16 mg comp.x 15;Elea;$ 31268.22;60%;$ 12507.29
28932;candesartán cilexetil;DACTEN;16 mg comp.x 30;Elea;$ 64729.64;60%;$ 25891.86
28929;candesartán cilexetil;DACTEN;8 mg comp.x 15;Elea;$ 21502.4;60%;$ 8600.96
28930;candesartán cilexetil;DACTEN;8 mg comp.x 30;Elea;$ 43401.48;60%;$ 17360.59
31337;candesartán+hidroclorotiazida;DACTEN D;comp.x 15;Elea;$ 31259.11;60%;$ 12503.64
31338;candesartán+hidroclorotiazida;DACTEN D;comp.x 30;Elea;$ 64108.07;60%;$ 25643.23
47729;carbomer;PH LAGRIMAS GEL;gel oft.x 10 ml;Elea;$ 16055.79;50%;$ 8027.9
52769;carvedilol;VERATEN UD;10 mg cáps.lib.ext.x 30;Elea;$ 11969.02;60%;$ 4787.61
32330;carvedilol;VERATEN;12.5 mg comp.x 28;Elea;$ 1128.1;60%;$ 451.24
52764;carvedilol;VERATEN;12.5 mg comp.x 30;Elea;$ 13216.05;60%;$ 5286.42
52770;carvedilol;VERATEN UD;20 mg cáps.lib.ext.x 30;Elea;$ 18948.14;60%;$ 7579.26
32331;carvedilol;VERATEN;25 mg comp.x 28;Elea;$ 1358.99;60%;$ 543.6
52767;carvedilol;VERATEN;25 mg comp.x 30;Elea;$ 15920.14;60%;$ 6368.06
52761;carvedilol;VERATEN;3.125 mg comp.x 30;Elea;$ 5799.43;60%;$ 2319.77
52772;carvedilol;VERATEN UD;40 mg cáps.lib.ext.x 30;Elea;$ 23710.46;60%;$ 9484.18
32329;carvedilol;VERATEN;6.25 mg comp.x 28;Elea;$ 902.43;60%;$ 360.97
52762;carvedilol;VERATEN;6.25 mg comp.x 30;Elea;$ 10573.5;60%;$ 4229.4
52775;carvedilol;VERATEN UD;80 mg cáps.lib.ext.x 30;Elea;$ 29029.88;60%;$ 11611.95
4007;ceftazidima;FORTUM;1000 mg f.a.x 1;Elea;$ 175.59;60%;$ 70.24
22709;cefuroxima;CEFUROX;250 mg comp.rec.x 14;Elea;$ 789.74;60%;$ 315.9
39527;cefuroxima;CEFUROX SABOR MEJORADO;250 mg susp.oral x 50 ml;Elea;$ 606.88;60%;$ 242.75
22710;cefuroxima;CEFUROX;500 mg comp.rec.x 14;Elea;$ 1256.14;60%;$ 502.46
1644;cefuroxima;CEFUROX;500 mg comp.rec.x 8;Elea;$ 818.99;60%;$ 327.6
3982;cefuroxima;CEFUROX;750 mg f.a.x 1;Elea;$ 68.86;60%;$ 27.54
55823;ciclosporina;INMUNOSPORIN 0.1%;sol.oft.x 5 ml;Elea;$ 28273.88;60%;$ 11309.55
33609;cilostazol;LICUAGEN;100 mg comp.x 30;Elea;$ 30844.82;60%;$ 12337.93
35044;cilostazol;CILOSTAL;100 mg comp.x 30;Elea;$ 30365.2;60%;$ 12146.08
28386;cilostazol;TRASTOCIR;100 mg comp.x 30;Elea;$ 30417.92;60%;$ 12167.17
37145;cilostazol;CILOSTAL;100 mg comp.x 60;Elea;$ 55928.33;60%;$ 22371.33
46984;cilostazol;TRASTOCIR;100 mg comp.x 60;Elea;$ 52432.93;60%;$ 20973.17
35043;cilostazol;CILOSTAL;50 mg comp.x 30;Elea;$ 16264.88;60%;$ 6505.95
28385;cilostazol;TRASTOCIR;50 mg comp.x 30;Elea;$ 16393.44;60%;$ 6557.38
33607;cilostazol;LICUAGEN;50 mg comp.x 30;Elea;$ 15961.2;60%;$ 6384.48
46983;cilostazol;TRASTOCIR;50 mg comp.x 60;Elea;$ 29978.74;60%;$ 11991.5
41538;ciprofloxacina+dexametasona;FOTAMICIN;susp.oft.x 5 ml;Elea;$ 10947.41;60%;$ 4378.96
41539;ciprofloxacina+dexametasona;FOTAMICIN;ung.oft.x 3.5 g;Elea;$ 12844.07;60%;$ 5137.63
30307;claritromicina;AEROXINA;250 mg susp.x 60 ml;Elea;$ 23297.29;60%;$ 9318.92
28047;claritromicina;AEROXINA U.D.;500 mg comp.rec.x 10;Elea;$ 16815.11;60%;$ 6726.04
28046;claritromicina;AEROXINA U.D.;500 mg comp.rec.x 5;Elea;$ 8982.84;60%;$ 3593.14
31701;claritromicina;AEROXINA U.D.;500 mg comp.rec.x 8;Elea;$ 16028.36;60%;$ 6411.34
28045;claritromicina;AEROXINA;500 mg comp.x 16;Elea;$ 27651.84;60%;$ 11060.74
55888;clindamicina+ketoconazol;OVUMIX MAX;cáps.bl.vag.x 7;Elea;$ 16681.03;60%;$ 6672.41
61503;clobazam;KARIDIUM;10 mg comp.x 15;Elea;$ 3863.86;50%;$ 1931.93
61504;clobazam;KARIDIUM;10 mg comp.x 30;Elea;$ 4569.72;50%;$ 2284.86
4306;clobazam;KARIDIUM;10 mg comp.x 60;Elea;$ 9139.38;50%;$ 4569.69
5466;clobazam;KARIDIUM;20 mg comp.x 60;Elea;$ 15455.42;50%;$ 7727.71
29123;clopidogrel;NEFAZAN;75 mg comp.x 15;Elea;$ 28258.53;50%;$ 14129.27
29124;clopidogrel;NEFAZAN;75 mg comp.x 30;Elea;$ 57580.66;50%;$ 28790.33
44497;condroitín,sulfato+glucosamina;GLUCOTRIN FORTE LIQUIDO;env.x 300 ml;Elea;$ 45394;50%;$ 22697
44496;condroitín,sulfato+glucosamina;GLUCOTRIN FORTE;sobres x 30;Elea;$ 30055.03;50%;$ 15027.52
55804;dabigatrán;DABIDANE;110 mg cáps.x 30;Elea;$ 82554.34;50%;$ 41277.17
55805;dabigatrán;DABIDANE;110 mg cáps.x 60;Elea;$ 147152.17;50%;$ 73576.09
55806;dabigatrán;DABIDANE;150 mg cáps.x 30;Elea;$ 82554.34;50%;$ 41277.17
55807;dabigatrán;DABIDANE;150 mg cáps.x 60;Elea;$ 147152.17;50%;$ 73576.09
55803;dabigatrán;DABIDANE;75 mg cáps.x 30;Elea;$ 108174.47;50%;$ 54087.24
58776;dapagliflozina;DACTILUS;10 mg comp.rec.x 28;Elea;$ 60472.74;100%;$ 0
43580;darifenacina;DARISEC;15 mg comp.x 30;Elea;$ 59676.13;50%;$ 29838.07
43577;darifenacina;DARISEC;7.5 mg comp.x 15;Elea;$ 21944.87;50%;$ 10972.44
43578;darifenacina;DARISEC;7.5 mg comp.x 30;Elea;$ 41314.23;50%;$ 20657.12
38178;desogestrel;CARMIN;comp.rec.x 28;Elea;$ 12496.72;50%;$ 6248.36
38202;dexametasona+neomicina+asoc.;POLYPLEX;susp.oft.x 5 ml;Elea;$ 10531.9;50%;$ 5265.95
47730;diacereína;ARTRICARE;50 mg cáps.x 30;Elea;$ 28935.02;50%;$ 14467.51
36472;diclofenac+vit.b,complejo;DOLO NERVOBION 10000 NF;a.x 6 pares I y II;Elea;$ 45199.34;40%;$ 27119.6
13635;diclofenac+vit.b,complejo;DOLO NERVOBION;cáps.x 20;Elea;$ 24228.11;40%;$ 14536.87
49698;difenhidramina;BENADRYL;cáps.x 30;Elea;$ 17107.21;50%;$ 8553.61
23319;difenhidramina;BENADRYL;iny.a.x 1 x 5 ml;Elea;$ 6881.06;50%;$ 3440.53
49749;difenhidramina;BENADRYL;jbe.x 240 ml;Elea;$ 21748.05;50%;$ 10874.03
49850;difenhidramina+asoc.;BENADRYL ANTITUSIVO;jbe.x 240 ml;Elea;$ 23577.34;50%;$ 11788.67
50442;difenhidramina+asoc.;BENADRYL DM COMPUESTO;jbe.x 240 ml;Elea;$ 23577.34;50%;$ 11788.67
43987;diosmina+hesperidina micronizada;FLEVOMAX;500 mg comp.rec.x 30;Elea;$ 29545.71;40%;$ 17727.43
43988;diosmina+hesperidina micronizada;FLEVOMAX;500 mg comp.rec.x 60;Elea;$ 50434.23;40%;$ 30260.54
53123;donepecilo;OLDINOT;10 mg comp.x 30;Elea;$ 48162.78;50%;$ 24081.39
53122;donepecilo;OLDINOT;5 mg comp.x 30;Elea;$ 39328.39;50%;$ 19664.2
40713;dorzolamida+timolol;ZOPIROL DM;sol.oft.x 5 ml;Elea;$ 27179.06;60%;$ 10871.62
47805;dutasteride;LINUS;comp.x 30;Elea;$ 33598.36;50%;$ 16799.18
58560;dutasteride+tamsulosina;LINUS DUO;0.5/0.4 mg cáps.x 30;Elea;$ 49199.28;50%;$ 24599.64
41205;enoxaparina sódica;OMATEX;20 mg jga.prell.x 10;Elea;$ 96924.01;60%;$ 38769.6
41207;enoxaparina sódica;OMATEX;40 mg jga.prell.x 10;Elea;$ 187216.06;60%;$ 74886.42
56201;enoxaparina sódica;OMATEX;40 mg jga.prell.x 2;Elea;$ 38373.39;60%;$ 15349.36
41209;enoxaparina sódica;OMATEX;60 mg jga.prell.x 10;Elea;$ 264228.34;60%;$ 105691.34
41210;enoxaparina sódica;OMATEX;80 mg jga.prell.x 10;Elea;$ 347871.15;60%;$ 139148.46
47291;eplerenona;LANX EP 25 MG;25 mg comp.x 30;Elea;$ 21835.6;50%;$ 10917.8
47292;eplerenona;LANX EP 50 MG;50 mg comp.x 30;Elea;$ 31783.65;50%;$ 15891.83
46125;eritromicina;ERITROMICINA ELEA;gts.x 5 ml;Elea;$ 13941.2;50%;$ 6970.6
46126;eritromicina;ERITROMICINA ELEA;ung.x 3.5 g;Elea;$ 14466.67;50%;$ 7233.34
38591;escitalopram;ARAMIX;10 mg comp.rec.x 30;Elea;$ 35516.69;50%;$ 17758.35
38593;escitalopram;ARAMIX;20 mg comp.rec.x 30;Elea;$ 63788.76;50%;$ 31894.38
31634;espironolactona;LANX;100 mg comp.x 30;Elea;$ 20215.13;50%;$ 10107.57
31633;espironolactona;LANX;25 mg comp.x 30;Elea;$ 13041.36;50%;$ 6520.68
40561;eszopiclona;8 HORAS;2 mg comp.x 30;Elea;$ 15181.83;50%;$ 7590.92
40562;eszopiclona;8 HORAS;3 mg comp.x 30;Elea;$ 18975.26;50%;$ 9487.63
55887;etonogestrel+etinilestradiol;ELLERING;anillo vaginal sob.x 1;Elea;$ 32275.42;50%;$ 16137.71
6356;etosuximida;ZARONTIN;cáps.x 25;Elea;$ 17613.85;80%;$ 3522.77
6357;etosuximida;ZARONTIN;líq.x 120 ml;Elea;$ 17613.85;80%;$ 3522.77
33900;ezetimibe;TRILIP;10 mg comp.x 30;Elea;$ 13931.53;50%;$ 6965.77
30092;fenitoína;EPAMIN;cáps.x 30;Elea;$ 22826.5;80%;$ 4565.3
49509;fenitoína;EPAMIN;cáps.x 60;Elea;$ 54300.79;80%;$ 10860.16
49487;fenitoína;EPAMIN;cáps.x 90;Elea;$ 68861.73;80%;$ 13772.35
6316;fenitoína;EPAMIN;líq.x 120 ml;Elea;$ 9761.85;80%;$ 1952.37
22808;fludrocortisona;LONIKAN;comp.x 50;Elea;$ 24398.23;50%;$ 12199.12
32430;fluticasona;RINISONA;50mcg spray nasal x120ds;Elea;$ 799.34;80%;$ 159.87
40375;fluticasona;RINISONA;50mcg spray nasal x60ds.;Elea;$ 478.64;80%;$ 95.73
56917;fluticasona;ALERNIX CORT;spray nasal x 120 ds.;Elea;$ 10335.69;80%;$ 2067.14
56915;fluticasona;ALERNIX CORT;spray nasal x 60 ds.;Elea;$ 5959.94;80%;$ 1191.99
38898;fluticasona+salmeterol;NEUMOTIDE AEROSOL;125/25 mcg x 120 dosis;Elea;$ 41177.47;60%;$ 16470.99
38901;fluticasona+salmeterol;NEUMOTIDE AEROSOL;250/25 mcg x 120 dosis;Elea;$ 56632.41;60%;$ 22652.96
55236;fluticasona+salmeterol;NEUMOTIDE POLVO 500/50;cáps.p/inh.x 60+aplic.;Elea;$ 63908.56;60%;$ 25563.42
55235;fluticasona+salmeterol;NEUMOTIDE POLVO 250/50;cáps.p/inh.x 60+aplic.;Elea;$ 62802.5;60%;$ 25121
61276;fluticasona,furoato+vilanterol;ALVETIDE;184/22 mcg x 30 dosis;Elea;$ 47278.7;50%;$ 23639.35
61275;fluticasona,furoato+vilanterol;ALVETIDE;92/22 mcg x 30 dosis;Elea;$ 47278.7;50%;$ 23639.35
31309;fólico,ác.;EGESTAN FOLICO;1 mg comp.x 30;Elea;$ 6469.8;50%;$ 3234.9
31310;fólico,ác.;EGESTAN FOLICO;1 mg comp.x 60;Elea;$ 10024.58;50%;$ 5012.29
31311;fólico,ác.;EGESTAN FOLICO;5 mg comp.x 30;Elea;$ 8184.43;50%;$ 4092.22
31312;fólico,ác.;EGESTAN FOLICO;5 mg comp.x 60;Elea;$ 13690.4;50%;$ 6845.2
48382;gatifloxacina;GATIMICIN;0.3% sol.oft.x 5 ml;Elea;$ 18148.38;80%;$ 3629.68
50575;gatifloxacina;GATIMICIN FORTE;0.5% sol.oft.x 5 ml;Elea;$ 24157.62;80%;$ 4831.52
48383;gatifloxacina+dexametasona;GATIMICIN D;susp.oftálmica x 5 ml;Elea;$ 25130.42;50%;$ 12565.21
30104;ginkgo biloba;TANAKAN FORTE;comp.x 15;Elea;$ 25066.21;40%;$ 15039.73
6523;ginkgo biloba;TANAKAN FORTE;comp.x 30;Elea;$ 45402.82;40%;$ 27241.69
6518;ginkgo biloba;TANAKAN;grag.x 30;Elea;$ 30203.55;40%;$ 18122.13
6519;ginkgo biloba;TANAKAN;grag.x 60;Elea;$ 52248;40%;$ 31348.8
41219;glimepiride;DIABUTIL 2 MG;2 mg comp.x 30;Elea;$ 13176.5;100%;$ 0
41222;glimepiride;DIABUTIL 4 MG;4 mg comp.x 30;Elea;$ 23285.23;100%;$ 0
49750;hedera helix;CEDRIC JARABE;jbe.x 220 ml;Elea;$ 7857.49;50%;$ 3928.75
50635;hialuronato sódico;OSIRIS;sol.oft.x 10 ml;Elea;$ 18095.1;50%;$ 9047.55
17729;hidrocortisona;ANUSOL HC;cr.x 10 g;Elea;$ 213.6;50%;$ 106.8
17709;hidrocortisona+asoc.;ANUSOL DUO;cr.x 10 g;Elea;$ 8159.17;50%;$ 4079.59
17708;hidrocortisona+asoc.;ANUSOL HC;sup.x 12;Elea;$ 224.75;50%;$ 112.38
20880;hidrocortisona+asoc.;ANUSOL DUO S;sup.x 12;Elea;$ 7449.23;50%;$ 3724.62
47728;hidroxipropilmetilcelulosa+asoc.;PH LAGRIMAS;gtas.x 15 ml;Elea;$ 11882.18;50%;$ 5941.09
44334;hierro+vit.b12+fólico,ác.+asoc.;ANEMIDOX ULTRA;cáps.x 30;Elea;$ 36044.67;40%;$ 21626.8
47356;hierro+vit.b12+fólico,ác.+asoc.;ANEMIDOX FERRUM;cáps.x 30;Elea;$ 32831.62;40%;$ 19698.97
44335;hierro+vit.b12+fólico,ác.+asoc.;ANEMIDOX ULTRA;cáps.x 60;Elea;$ 69985.34;40%;$ 41991.2
47357;hierro+vit.b12+fólico,ác.+asoc.;ANEMIDOX FERRUM;cáps.x 60;Elea;$ 66102.17;40%;$ 39661.3
37561;ibandrónico,ác.;FEMOREL;150 mg comp.x 1;Elea;$ 33170.64;50%;$ 16585.32
41136;ibandrónico,ác.;FEMOREL;150 mg comp.x 3;Elea;$ 79018.28;50%;$ 39509.14
40013;ibandrónico,ác.;FEMOREL I.V.;jga.prell.x 1;Elea;$ 79350.35;50%;$ 39675.18
38781;ibandrónico,ác.+asoc.;FEMOREL MAX;comp.rec.x1+comp.rec.x30;Elea;$ 36437.81;50%;$ 18218.91
57280;insaponificables;AUDAX;cáps.x 30;Elea;$ 33869.7;40%;$ 20321.82
51610;ivermectina;IVER P;3 mg comp.x 6;Elea;$ 982.22;50%;$ 491.11
50342;ivermectina;IVER P;6 mg comp.x 6;Elea;$ 17406.17;50%;$ 8703.09
32335;lamotrigina;LAMIRAX;100 mg comp.dispers.x 30;Elea;$ 37013.35;60%;$ 14805.34
50171;lamotrigina;LAMIRAX;100 mg comp.dispers.x 60;Elea;$ 74028.33;60%;$ 29611.33
32336;lamotrigina;LAMIRAX;200 mg comp.dispers.x 30;Elea;$ 63718.18;60%;$ 25487.27
32333;lamotrigina;LAMIRAX;25 mg comp.dispers.x 30;Elea;$ 15843.3;60%;$ 6337.32
32334;lamotrigina;LAMIRAX;50 mg comp.dispers.x 30;Elea;$ 23167.29;60%;$ 9266.92
58536;levetiracetam;EQUILEA;1000 mg comp.x 30;Elea;$ 121704.38;50%;$ 60852.19
58537;levetiracetam;EQUILEA;1000 mg comp.x 60;Elea;$ 183228.58;50%;$ 91614.29
58534;levetiracetam;EQUILEA;500 mg comp.x 30;Elea;$ 61613.08;50%;$ 30806.54
58535;levetiracetam;EQUILEA;500 mg comp.x 60;Elea;$ 110566.33;50%;$ 55283.17
39016;levofloxacina;LEFLUMAX;500 mg comp.rec.x 7;Elea;$ 15961.55;60%;$ 6384.62
39965;levofloxacina;LEFLUMAX;750 mg comp.rec.x 5;Elea;$ 18155.57;60%;$ 7262.23
10107;levonorgestrel+etinilestradiol;DOS DIAS N;comp.x 2;Elea;$ 14693.31;50%;$ 7346.66
26409;levonorgestrel+etinilestradiol;FEMEXIN;comp.x 21;Elea;$ 4899.46;50%;$ 2449.73
33944;levonorgestrel+etinilestradiol;FEMEXIN 28;comp.x 28;Elea;$ 4995.17;50%;$ 2497.59
21704;levotiroxina;EUTHYROX;100 mcg comp.birran.x 50;Elea;$ 10100.19;80%;$ 2020.04
42759;levotiroxina;EUTHYROX;112 mcg comp.birran.x 50;Elea;$ 13996.44;80%;$ 2799.29
21705;levotiroxina;EUTHYROX;125 mcg comp.birran.x 50;Elea;$ 14329.29;80%;$ 2865.86
42760;levotiroxina;EUTHYROX;137 mcg comp.birran.x 50;Elea;$ 14368.98;80%;$ 2873.8
21706;levotiroxina;EUTHYROX;150 mcg comp.birran.x 50;Elea;$ 15573.33;80%;$ 3114.67
31650;levotiroxina;EUTHYROX;175 mcg comp.birran.x 50;Elea;$ 16866.25;80%;$ 3373.25
31651;levotiroxina;EUTHYROX;200 mcg comp.birran.x 50;Elea;$ 17533.58;80%;$ 3506.72
22839;levotiroxina;EUTHYROX;25 mcg comp.birran.x 50;Elea;$ 6381.18;80%;$ 1276.24
21702;levotiroxina;EUTHYROX;50 mcg comp.birran.x 50;Elea;$ 6844.59;80%;$ 1368.92
21703;levotiroxina;EUTHYROX;75 mcg comp.birran.x 50;Elea;$ 8452.84;80%;$ 1690.57
42758;levotiroxina;EUTHYROX;88 mcg comp.birran.x 50;Elea;$ 9901.82;80%;$ 1980.36
43045;lisado bacteriano;ISMIGEN;comp.subl.x 10;Elea;$ 69228.48;40%;$ 41537.09
41197;losartán;FENSARTAN;100 mg comp.x 30;Elea;$ 28096.01;80%;$ 5619.2
41196;losartán;FENSARTAN;50 mg comp.x 30;Elea;$ 23046.32;80%;$ 4609.26
51036;losartán;FENSARTAN;50 mg comp.x 60;Elea;$ 43854.41;80%;$ 8770.88
47880;losartán;FENSARTAN CRONOS;comp.lib.cont.x30;Elea;$ 39244.88;80%;$ 7848.98
41198;losartán+hidroclorotiazida;FENSARTAN D;comp.x 30;Elea;$ 27114.4;60%;$ 10845.76
48384;loteprednol+tobramicina;LOPRED BIOTIC;susp.oft.x 5 ml;Elea;$ 13733.25;50%;$ 6866.63
36156;loteprednol,etabonato;LOPRED;susp.oft.x 5 ml;Elea;$ 14585.65;50%;$ 7292.83
6475;magnesio;HOLOMAGNESIO;comp.rec.x 100;Elea;$ 112772.12;40%;$ 67663.27
8041;magnesio;HOLOMAGNESIO;comp.rec.x 20;Elea;$ 27484.02;40%;$ 16490.41
6474;magnesio;HOLOMAGNESIO;comp.rec.x 50;Elea;$ 67256.91;40%;$ 40354.15
6476;magnesio+asoc.;HOLOMAGNESIO B6;comp.x 20;Elea;$ 37345.01;40%;$ 22407.01
6477;magnesio+asoc.;HOLOMAGNESIO B6;comp.x 50;Elea;$ 81392.89;40%;$ 48835.73
3628;mefenámico,ác.;PONSTIL FORTE;comp.x 15;Elea;$ 4395.18;50%;$ 2197.59
4465;mefenámico,ác.;PONSTIL FORTE;comp.x 30;Elea;$ 8060.36;50%;$ 4030.18
54711;memantine+donepecilo;OLDINOT DUO;10/28mg comp.lib.con.x30;Elea;$ 58027.05;50%;$ 29013.53
5044;meprednisona;DELTISONA B;4 mg comp.x 20;Elea;$ 6980.1;50%;$ 3490.05
5045;meprednisona;DELTISONA B;40 mg comp.x 20;Elea;$ 41680.87;50%;$ 20840.44
5047;meprednisona;DELTISONA B;8 mg comp.x 20;Elea;$ 16054.66;50%;$ 8027.33
40006;meprednisona;DELTISONA B;gts.x 20 ml;Elea;$ 8095.57;50%;$ 4047.79
31501;metformina;GLUCOPHAGE;1000 mg comp.x 30;Elea;$ 14386.57;100%;$ 0
31502;metformina;GLUCOPHAGE;1000 mg comp.x 60;Elea;$ 25824.03;100%;$ 0
44955;metformina;GLUCOPHAGE XR 1000;1000mg comp.lib.prol.x30;Elea;$ 18756.67;100%;$ 0
44956;metformina;GLUCOPHAGE XR 1000;1000mg comp.lib.prol.x60;Elea;$ 37794.59;100%;$ 0
22235;metformina;GLUCOPHAGE;500 mg comp.x 100;Elea;$ 20055.99;100%;$ 0
22233;metformina;GLUCOPHAGE;500 mg comp.x 30;Elea;$ 6440.89;100%;$ 0
43327;metformina;GLUCOPHAGE XR 750;750 mg comp.lib.prol.x30;Elea;$ 15096.24;100%;$ 0
43328;metformina;GLUCOPHAGE XR 750;750 mg comp.lib.prol.x60;Elea;$ 28670.27;100%;$ 0
13902;metformina;GLUCOPHAGE;850 mg comp.x 30;Elea;$ 10823.09;100%;$ 0
